branch_name,head_sha,last_commit_date,ahead_vs_main,behind_vs_main,head_reachable_from_main,reachable_from_retained_successor,retained_successor_branch,successor_or_acceptance_sha,related_pr,related_pr_status,team_status_references,repository_document_references,classification,reason
data/idx-ownership-hsc-source-remediation-v1,505448a5bf24545f3538045daaa6b86968e6c6fc,2026-08-15T12:42:48+07:00,20,63,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:389;coordination/TEAM_STATUS.md:400;origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Lineage or retention decision remains ambiguous.
data/idx-pit-sector-history-revival-v1,5c9cb42a9b40774a5672f7487ce46ad94a806bed,2026-08-13T02:34:50+07:00,543,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,PARKED,coordination/TEAM_STATUS.md:70;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status PARKED; do not retire active or parked work.
data/idx-pit-sector-history-v1,c855568d06a0749d52bfa5104ab09381491fede4,2026-08-13T02:01:50+07:00,534,283,false,true,data/idx-pit-sector-history-revival-v1,5c9cb42a9b40774a5672f7487ce46ad94a806bed,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
data/idx-statutory-free-float-reconstruction-v1,9eb73df879d44456adfc8d5f717e6c75be5d07a0,2026-08-15T20:27:38+07:00,6,27,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:474;coordination/TEAM_STATUS.md:486;origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Scientific/documented branch is not reachable from main; deletion would risk losing a provenance anchor.
data/idx-stock-history-open-audit-v1,2cad7fa740b0bddeb053556c2b1c07dce33ea864,2026-08-11T21:35:06+07:00,284,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
data/investing-intraday-admission-pilot-v1,5ef879266b4b7b88b614ac43b68e73165cab6678,2026-08-13T18:52:01+07:00,10,150,false,false,,27e0b7a1b3f5bb4688efeb585215eb0b6e435ccd;6e3740e60e0196212ecbe4ea737703e2cf18ba01,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:51;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
data/investing-intraday-depth-audit-v1,b80bd94daf26436092bd5e070c5b4bc70b2a2037,2026-08-13T17:52:37+07:00,6,152,false,false,,d083581c561c5777cc221b4a16bc48d4b98b4685,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:50;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
data/investing-intraday-direct-query-audit-v1,d1fdd639e9ea72af8925461c121acbd4b529315e,2026-08-12T11:20:36+07:00,322,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
data/investing-intraday-history-audit-v1,249be3603dfc40cb52b9c41abc050478b9bd36a8,2026-08-12T01:15:09+07:00,316,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
data/market-index-breadth-history-v1,d3827f1506736ec64c957e10f50f5447196d9983,2026-08-12T11:51:59+07:00,504,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,PARKED,coordination/TEAM_STATUS.md:48;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status PARKED; do not retire active or parked work.
data/market-index-forward-eod-v1-monitoring,8c94f56b0025ad68b254476aaddb73be81bfb0bc,2026-08-12T12:58:51+07:00,317,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
data/ownership-ksei-v1,e3735b71ad14344ea5b2191622e7c926f65eaca7,2026-08-12T01:37:14+07:00,504,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
data/stockbit-intraday-forward-capture-v1,32f08d002adff5bfc223f166fe17f55488c310a3,2026-08-12T00:22:10+07:00,311,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,AUTOMATED,coordination/TEAM_STATUS.md:49;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
data/tradingview-historical-intraday-admission-pilot-v1,c26c4e429e162fd6240f6b6918b3f27e86494229,2026-08-13T23:39:05+07:00,6,132,false,true,data/tradingview-open-session-semantics-v1,80898c9098196db0275c1748cdfa28c859ff24b9,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,REVIEW,coordination/TEAM_STATUS.md:52;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status REVIEW; do not retire active or parked work.
data/tradingview-historical-intraday-audit-v1,fb5a6384a49ce2a3c80c07ae2b79134de2f584bb,2026-08-13T20:15:57+07:00,4,140,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
data/tradingview-historical-intraday-remediation-v1,6b12d689d06d7e71a5c642f948e590858764fcca,2026-08-13T22:31:56+07:00,4,132,false,true,data/tradingview-open-session-semantics-v1,80898c9098196db0275c1748cdfa28c859ff24b9,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
data/tradingview-historical-price-path-v2,f6716bb861eee396a8b57c42b207af31b4565db7,2026-08-14T23:41:14+07:00,12,99,false,false,,97124d017de9533e1c84d7f84eab4b22edbfbda4;c943a76fd56872d981a87519c2eb7072c413322c,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,REVIEW,coordination/TEAM_STATUS.md:57;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status REVIEW; do not retire active or parked work.
data/tradingview-intraday-activity-forensics-v1,50b9f97e0bb718ebebba5f6c4c9987bbf58fc3f8,2026-08-14T00:14:43+07:00,13,132,false,true,data/tradingview-open-session-semantics-v1,80898c9098196db0275c1748cdfa28c859ff24b9,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,BLOCKED,coordination/TEAM_STATUS.md:53;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status BLOCKED; do not retire active or parked work.
data/tradingview-intraday-independent-activity-resolution-v1,c943a76fd56872d981a87519c2eb7072c413322c,2026-08-14T00:39:52+07:00,17,132,false,false,,f6716bb861eee396a8b57c42b207af31b4565db7;97124d017de9533e1c84d7f84eab4b22edbfbda4,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Scientific/documented branch is not reachable from main; deletion would risk losing a provenance anchor.
data/tradingview-intraday-price-path-contract-v1,1906f8a9e3c582384d3b414ee3b763120398df95,2026-08-14T01:46:34+07:00,4,99,false,true,data/tradingview-historical-price-path-v2,f6716bb861eee396a8b57c42b207af31b4565db7,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,REVIEW,coordination/TEAM_STATUS.md:55;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status REVIEW; do not retire active or parked work.
data/tradingview-open-price-path-remediation-v1,97124d017de9533e1c84d7f84eab4b22edbfbda4,2026-08-14T02:17:53+07:00,7,99,false,true,data/tradingview-historical-price-path-v2,f6716bb861eee396a8b57c42b207af31b4565db7,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,REVIEW,coordination/TEAM_STATUS.md:56;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status REVIEW; do not retire active or parked work.
data/tradingview-open-session-semantics-v1,80898c9098196db0275c1748cdfa28c859ff24b9,2026-08-14T01:34:50+07:00,17,132,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,REVIEW,coordination/TEAM_STATUS.md:54;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status REVIEW; do not retire active or parked work.
data/zapi-source-acceptance-v1,1e8786286aa9c54cf4f0b645dcf963260562dcc6,2026-08-11T21:43:51+07:00,528,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
docs/data-foundation-status-v1,4efe5108398d772da5cb9711f7619e16bde853f4,2026-08-12T01:43:56+07:00,502,283,false,true,data/market-index-breadth-history-v1,d3827f1506736ec64c957e10f50f5447196d9983,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
docs/model-architecture,9ea4fc96a8599138b0859301deaf198971ac76b5,2026-08-11T12:19:50+07:00,1,280,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
frontend/editorial-tech-v1,09cccdc0c1750ebc9c50a4206bf105711813cf1b,2026-08-12T10:52:10+07:00,344,283,false,true,codex/frontend-compare-v2,bc91a5f99502bb507ed905bdce6c0ac993348d55,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
frontend/model-monitoring-v1,72446ec2a1997608ea97c77d3ccef62cf7662f65,2026-08-11T13:01:12+07:00,315,283,false,true,codex/frontend-compare-v2,bc91a5f99502bb507ed905bdce6c0ac993348d55,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
frontend/model-monitoring-v2,ea37c0e62de6592d0232ff052ca06b4187730120,2026-08-11T12:20:38+07:00,450,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
integration/canonical-eod-calendar-parent-attestation-v1,32c30d17c7a2d1d5f434f9f6df0c7fb88e2b13ae,2026-08-15T23:13:50+07:00,64,25,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:577;origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Scientific/documented branch is not reachable from main; deletion would risk losing a provenance anchor.
integration/foreign-flow-representation-v2-forward-v1,db630a80ae5cac3e25acbe149a3c1335a38c99d8,2026-08-15T13:37:35+07:00,54,105,false,true,data/foreign-flow-forward-context-bridge-v1,490f1a9b09b3b5d67bfcfc7aa7e7930467ad3f1e,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:363;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
integration/forward-eod-automation-monitoring,b94b272eddede0432e2fbe4acb2915e57a716bcb,2026-08-13T02:39:17+07:00,360,283,false,true,data/idx-foreign-flow-forward-capture-v1,32bb1390303b9103ac53c6faa4d521c1352ee940,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,ACTIVE;AUTOMATED;DONE,coordination/TEAM_STATUS.md:65;coordination/TEAM_STATUS.md:73;coordination/TEAM_STATUS.md:78;coordination/TEAM_STATUS.md:79;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
integration/o2-1-sealed-shadow-v1,d0dbf1992f019eaafb8790256dfcdf0c68c81858,2026-08-13T09:28:15+07:00,361,283,false,false,,6d61b2b8083c3e524a0932e36943a56503c1bd17,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:67;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
integration/personal-ksei-bounded-auth-design-v1,df4fab2dc93f42a97f57144bab707c7ef169fd25,2026-08-14T23:51:29+07:00,45,109,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
integration/price-trend-runtime-bridge-adapter-v1,6d0470e81599b4772cd62a676ae2201f94001efe,2026-08-15T22:02:39+07:00,56,25,false,true,review/idx-price-trend-runtime-smoke-blocker-v1,5aa81aaf00533f3930cecdf302c0bf7de52acb4c,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:560;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
integration/price-trend-runtime-context-pin-v1,417e306cf9e30dbb4a9a1ab1ea8855b7dbd7bd51,2026-08-15T21:39:40+07:00,41,25,false,true,review/idx-price-trend-runtime-smoke-blocker-v1,5aa81aaf00533f3930cecdf302c0bf7de52acb4c,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
integration/price-trend-state-forward-sidecar-v1,a4d19fd1615c4a9f9988ed16540c34f5efbe1b1a,2026-08-15T21:32:44+07:00,38,25,false,true,integration/price-trend-runtime-context-pin-v1,417e306cf9e30dbb4a9a1ab1ea8855b7dbd7bd51,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
integration/schema-contract-prep-v1,d9a7a1dd38ee72c2ab45c5337311a8f8f82eba53,2026-08-14T00:07:38+07:00,1,117,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
integration/schema-hardening-v2,dd323be798b6d2fa1631e65b3dc3f2693be07ef8,2026-08-14T22:59:24+07:00,43,109,false,false,,66f6f13398134bb7fb7e85719d78c2c354e5acbf,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,REVIEW,coordination/TEAM_STATUS.md:77;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status REVIEW; do not retire active or parked work.
integration/schema-review-v1,da8fa63ad51e9c8bf80e31b4775eae450b750b5f,2026-08-14T00:12:18+07:00,2,117,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
main,ddd4ff1a8e09be3517d41b225bf14e191b7cd01b,2026-08-15T23:44:52+07:00,0,0,true,true,main,ddd4ff1a8e09be3517d41b225bf14e191b7cd01b,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,AUTOMATED;DONE;PARKED;REVIEW,coordination/TEAM_STATUS.md:10;coordination/TEAM_STATUS.md:100;coordination/TEAM_STATUS.md:104;coordination/TEAM_STATUS.md:105;coordination/TEAM_STATUS.md:112;coordination/TEAM_STATUS.md:119;coordination/TEAM_STATUS.md:166;coordination/TEAM_STATUS.md:18;coordination/TEAM_STATUS.md:200;coordination/TEAM_STATUS.md:254;coordination/TEAM_STATUS.md:262;coordination/TEAM_STATUS.md:265;coordination/TEAM_STATUS.md:283;coordination/TEAM_STATUS.md:295;coordination/TEAM_STATUS.md:30;coordination/TEAM_STATUS.md:317;coordination/TEAM_STATUS.md:323;coordination/TEAM_STATUS.md:331;coordination/TEAM_STATUS.md:347;coordination/TEAM_STATUS.md:355;coordination/TEAM_STATUS.md:36;coordination/TEAM_STATUS.md:375;coordination/TEAM_STATUS.md:381;coordination/TEAM_STATUS.md:382;coordination/TEAM_STATUS.md:4;coordination/TEAM_STATUS.md:438;coordination/TEAM_STATUS.md:46;coordination/TEAM_STATUS.md:478;coordination/TEAM_STATUS.md:484;coordination/TEAM_STATUS.md:49;coordination/TEAM_STATUS.md:492;coordination/TEAM_STATUS.md:495;coordination/TEAM_STATUS.md:51;coordination/TEAM_STATUS.md:521;coordination/TEAM_STATUS.md:55;coordination/TEAM_STATUS.md:56;coordination/TEAM_STATUS.md:585;coordination/TEAM_STATUS.md:591;coordination/TEAM_STATUS.md:595;coordination/TEAM_STATUS.md:620;coordination/TEAM_STATUS.md:621;coordination/TEAM_STATUS.md:63;coordination/TEAM_STATUS.md:631;coordination/TEAM_STATUS.md:64;coordination/TEAM_STATUS.md:659;coordination/TEAM_STATUS.md:66;coordination/TEAM_STATUS.md:67;coordination/TEAM_STATUS.md:672;coordination/TEAM_STATUS.md:69;coordination/TEAM_STATUS.md:70;coordination/TEAM_STATUS.md:72;coordination/TEAM_STATUS.md:73;coordination/TEAM_STATUS.md:78;coordination/TEAM_STATUS.md:79;coordination/TEAM_STATUS.md:80;coordination/TEAM_STATUS.md:83;coordination/TEAM_STATUS.md:86;coordination/TEAM_STATUS.md:88;coordination/TEAM_STATUS.md:90;coordination/TEAM_STATUS.md:91;coordination/TEAM_STATUS.md:93;coordination/TEAM_STATUS.md:95;origin/main:AGENTS.md;origin/main:coordination/TEAM_STATUS.md,KEEP,Canonical retained branch and coordination source.
ops/idx-forward-open-archive-v1,dc5e84b589eebe040119f48f9f69538d398a9d36,2026-08-11T12:21:00+07:00,233,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
orchestra-global-policy-rollout,21caec5f0eb49b1ad44ac39206f3c8c28a0cea93,2026-08-11T12:14:54+07:00,0,274,true,true,main,ddd4ff1a8e09be3517d41b225bf14e191b7cd01b,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,DELETE_SAFE,HEAD is fully reachable from main and no tracked scientific decision reference was found.
perf/idx-research-runtime-v1,e1d37b9de5035d68160398c5ef7dd413d3b5b40c,2026-08-11T12:21:12+07:00,226,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-expected-payoff-v0-feasibility,ecec6835eaee70f47a8a1c1b43fc2d14a4c34709,2026-08-12T22:59:51+07:00,7,233,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:60;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
research/idx-expected-payoff-v1,73b75af2322214138e55293a4bb2cb8ed4362c15,2026-08-13T00:07:26+07:00,14,233,false,false,,bc35d1c1d7d08ae3aa84c6e16200d20c1f279981,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:61;origin/main:coordination/TEAM_STATUS.md,ARCHIVE_TAG_THEN_DELETE_BRANCH,Scientific lane is DONE and its decision/reference is documented; preserve exact HEAD/verdict with a proposed archive tag before deletion.
research/idx-financial-pit-alpha-v1,a677cda58c2e963015aecf9bc9b4bb7809bede51,2026-08-15T23:42:13+07:00,16,171,false,false,,507aaf8bca3286996eb30f3f8e7ea161d8892cc1,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,REVIEW,coordination/TEAM_STATUS.md:102;origin/main:coordination/TEAM_STATUS.md,KEEP,Live coordination status REVIEW; do not retire active or parked work.
research/idx-foreign-flow-alpha-v1,d9fd985de9b0b1c8909574714c8c6f460517da62,2026-08-14T23:00:44+07:00,9,105,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:186;coordination/TEAM_STATUS.md:202;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-foreign-flow-alpha-v2-core,43bad9ff522b0d4c77a2bbc887787fceef769322,2026-08-15T11:44:15+07:00,40,105,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:319;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-foreign-flow-feature-contract-v1,ff15f335f43db645db18769c082ea5ee8773a72e,2026-08-14T02:02:37+07:00,4,105,false,true,research/idx-foreign-flow-alpha-v1,d9fd985de9b0b1c8909574714c8c6f460517da62,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,ACTIVE,coordination/TEAM_STATUS.md:148;coordination/TEAM_STATUS.md:181;coordination/TEAM_STATUS.md:196;coordination/TEAM_STATUS.md:76;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-foreign-flow-representation-v2,ceb0c2c6f57aac0433cac9a5532daa0db4c99c0b,2026-08-15T01:17:11+07:00,20,105,false,true,research/idx-foreign-flow-alpha-v2-core,43bad9ff522b0d4c77a2bbc887787fceef769322,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:223;coordination/TEAM_STATUS.md:235;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-foreign-flow-setup-state-v1,d204a8fd3edaacef91aacbe90ac39f0e1969e420,2026-08-15T12:32:53+07:00,44,105,false,true,data/foreign-flow-forward-context-bridge-v1,490f1a9b09b3b5d67bfcfc7aa7e7930467ad3f1e,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:336;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-forward-evaluation-protocol-v1,6c05499d01ba644c80f0c6bd6d621aac92ab2813,2026-08-13T02:40:02+07:00,1,204,false,false,,12a5b99150cbb33c729343ceec3f4d4da2d66ecd;fe323e2977ef447aaa7fbd93b38ef3021563d072,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-joint-setup-readiness-state-v1,3ad481cc4b371f5022742101a12f6b9d603481a4,2026-08-15T23:44:28+07:00,4,8,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,coordination/TEAM_STATUS.md:651;origin/main:coordination/TEAM_STATUS.md,NEEDS_MANUAL_REVIEW,Scientific/documented branch is not reachable from main; deletion would risk losing a provenance anchor.
research/idx-price-trend-confirmation-state-v1,a33863953b4521dd4549a3089f0da2cfdfb6dcd3,2026-08-15T20:34:35+07:00,27,25,false,true,integration/price-trend-runtime-context-pin-v1,417e306cf9e30dbb4a9a1ab1ea8855b7dbd7bd51,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
research/idx-ranking-o2-v2-common-support-comparator-v1,a2c5666637f2e879ce107cd44fc2dae8cc22a5c5,2026-08-12T11:17:18+07:00,318,283,false,false,,,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:47;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
research/idx-ranking-ohlcv-o1-v1,a8ad3acc904bdd6f966319a75b52efcd951addd9,2026-08-12T01:12:04+07:00,302,283,false,true,data/idx-forward-calendar-extension-v1,398f1d0eec10abc6386e9bd21b309c3943fd21aa,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,NONE_FOUND,NONE_FOUND,ABANDONED_NO_DECISION,Not reachable from main and no tracked status/handoff/checkpoint/spec/manifest reference was found.
research/idx-ranking-ohlcv-o2-1-flat-range-v1,051c6da2e0170c84de4c53e515a41887f4be9e35,2026-08-12T20:48:39+07:00,322,283,false,false,,32ee9ee1e5696b2262b4defc936846dff5af557e,UNAVAILABLE_GITHUB_AUTH,UNAVAILABLE_GITHUB_AUTH,DONE,coordination/TEAM_STATUS.md:66;origin/main:coordination/TEAM_STATUS.md,KEEP,Protected O2/Foreign-Flow/Price-State/forward/runtime lineage; retain by repository hygiene policy.
